Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Enkidd Fang S.11 (L);Pistol;BLP;35.2;41;68;32.3; ;911; ;44.00; ; ;57.1;Yes;Looted; 
Enkidd Fang S.12 (L);Pistol;BLP;35.2;43;71;35.4; ;950; ;49.00; ; ;57.1;Yes;Looted; 
Enkidd Fang S.13 (L);Pistol;BLP;36.3;46;75;40.0;0.994;1013;11.124;54.00; ;2.874;56.6;Yes;Looted; 
Enkidd Howler Prototype;Rifle;Gauss;68.2;40;28;13.0;0.700;897;9.670;35.00; ;2.875;56.7;Yes;Looted; 
Enkidd Howler S.1 (L);Rifle;Gauss;82.5;49;29;16.5;0.900;1094;11.840;45.00;0.00%;2.876;56.8;Yes;Looted; 
Enkidd Howler S.2 (L);Rifle;Gauss;82.5;57;30;19.8;1.200;1258;13.780;55.00;126.00%;2.875;56.7;Yes;Looted; 
Enkidd Howler S.3 (L);Rifle;Gauss;99.0;62;32;23.0;1.600;1334;14.940;75.00; ;2.884;57.4;Yes;Looted; 
Enkidd Howler S.4;Rifle;Plasma;161.0;110;13;16.6;1.550;2510;26.650;150.00;275.00 PED;2.869;56.2;Yes;Crafted; 
Enkidd Howler S.5 (L);Rifle;Gauss;101.2;81;33;31.0;1.900;1768;19.580;90.00; ;2.875;56.7;Yes;Looted; 
Enkidd Series A-32 (L);Pistol;Plasma;38.5;60;56;38.9;1.510;1300;14.510;145.00; ;2.874;56.6;Yes;Crafted; 
Enkidd Series A-41 (L);Pistol;Plasma;40.7;70;56;45.4;1.597;1533;16.927;150.00; ;2.874;56.6;Yes;Crafted; 
Enkidd Series A-45 (L);Pistol;Plasma;25.7;75;56;48.7;1.735;1640;18.135;155.00; ;2.874;56.6;Yes;Crafted; 
Enkidd Series A-50 (L);Pistol;Plasma;45.1;80;56;51.9;1.814;1753;19.344;160.00; ;2.874;56.6;Yes;Crafted, Looted; 
Enkidd Series A-55 (L);Pistol;Plasma;46.2;85;56;55.1;1.852;1870;20.552;165.00; ;2.874;56.6;Yes;Crafted, Looted; 
Enki's Blood Red Supremacy (L);Melee;Shortblades;5.0;51;61;36.0; ;0; ;200.00; ; ;57.7;Yes;Token Trader;75% Deceleration on hit 0.8sec
Enki's Green Envy Rage (L);Melee;Shortblades;5.0;51;61;36.0; ; ; ;200.00; ; ;57.7;Yes;Token Trader;55% Deceleration on hit 0.8sec
Enki's Ice Blue Revenge (L);Melee;Shortblades;5.0;51;61;36.0; ;0; ;200.00; ; ;57.7;Yes;Token Trader;60% Deceleration on hit 0.8sec
Enki's Poison Purple Nemesis (L);Melee;Shortblades;5.0;51;61;36.0; ;0; ;200.00; ; ;57.7;Yes;Token Trader;65% Deceleration on hit 0.8sec
Enki's Pure White Anger (L);Melee;Shortblades;5.0;51;61;36.0; ; ; ;200.00; ; ;57.7;Yes;Token Trader;50% Deceleration on hit 0.8sec
Enki's Solar Orange Victory (L);Melee;Shortblades;5.0;51;61;36.0; ; ; ;200.00; ; ;57.7;Yes;Token Trader;70% Deceleration on hit 0.8sec
Eraktor Abomination (L);Support;Grenade;74.8;454;13;68.4; ;8700; ;241.00; ; ;58.3;Yes;Crafted; 
Eraktor Ekk 100 (L);Support;Grenade;68.2;182;13;27.4;8.743;3500;43.743;96.40;125.00%;2.892;57.9;Yes;Crafted; 
Eraktor Ekk 200 (L);Support;Grenade;66.0;223;13;33.6;10.237;4300;53.237;115.00;122.00%;2.911;57.4;Yes;Crafted; 
Eraktor Es 10 (L);Support;Grenade;50.6;41;13;6.2;2.000;800;10.000;18.00;117.00%;2.850;57.4;Yes;Crafted; 
Eraktor Es 20 (L);Support;Grenade;63.8;57;13;8.6;2.737;1100;13.737;32.00;119.00%;2.884;57.3;Yes;Crafted; 
Eraktor Force (L);Support;Grenade;67.1;306;13;46.1;13.919;6000;73.919;201.00; ;2.877;56.8;Yes;Crafted; 
Eraktor Impact (L);Support;Grenade;66.0;348;13;52.4;16.037;6800;84.037;241.00;136.93%;2.878;56.9;Yes;Crafted; 
Eraktor Maximus (L);Support;Grenade;77.0;414;13;62.3; ;8000; ;220.00; ; ;56.9;Yes;Crafted; 
Eron SoulCrusher;Rifle;Plasma;150.0;90;20;20.9;2.055;2000;22.055;300.00; ;2.836;53.9;Yes;Looted; 
Eron SoulGrinder;Rifle;Plasma;170.0;123;20;28.5;3.500;2660;30.100;450.00; ;2.840;54.1;Yes;Looted; 
Eron SoulReamer;Rifle;Plasma;190.0;160;20;37.1;3.800;3570;39.500;800.00; ;2.815;52.4;Yes;Looted; 
Eron SoulReaver;Rifle;Plasma;150.0;99;12;13.8; ;1792; ;145.00;750.00 PED; ;57.0;No;Event; 
Eron SoulScreamer;Rifle;Plasma;170.0;160;20;37.1;3.800;3570;39.500;600.00; ;2.815;52.4;Yes;Looted; 
Eron SoulShredder;Rifle;Plasma;130.0;60;20;13.9;1.700;1300;14.700;150.00; ;2.837;53.9;Yes;Looted; 
Eron SoulSplitter;Rifle;Plasma;160.0;225;5;13.0;14.462;4338;57.842;280.00; ;2.703;44.8;No;Looted; 
EWE EP-1 Neutron (L);Pistol;Laser;27.5;2;67;1.6;0.005;48;0.485;0.10; ;2.866;56.9;Yes;Mission; 
EWE EP-2 Proton (L);Pistol;Laser;35.2;4;74;3.4;0.000;96;0.960;0.20;758.00%;2.896;56.0;Yes;Looted; 
EWE EP-10 Self Defense;Pistol;Laser;22.0;12;30;4.2;0.040;300;3.040;13.00; ;2.743;47.4;No;Looted; 
EWE EP-10 Self Defense, SGA Edition;Pistol;Laser;22.0;13;32;4.8;0.293;300;3.293;13.00; ;2.744;47.4;No;Looted; 
EWE EP-11 Self-Reliant;Pistol;Laser;22.0;12;30;4.2;0.070;300;3.070;14.00; ;2.717;47.5;No;Looted; 
EWE EP-13 Galactica;Pistol;Laser;33.0;12;35;4.9;0.040;300;3.040;15.00;3.50 PED;2.743;47.4;No;Weap. Trader, Looted; 
EWE EP-14 Nebula;Pistol;Laser;27.5;18;35;7.3;0.560;400;4.560;20.00; ;2.743;47.8;No;Looted; 
EWE EP-14 Nebula, Mentor Edition;Pistol;Laser;29.7;18;38;7.9; ;390; ;30.00; ; ;58.2;No;Mentoring; 
EWE EP-16 Protector;Pistol;Laser;33.0;17;35;6.9;0.290;400;4.290;23.00;5.60 PED;2.754;48.1;No;Weap. Trader, Looted; 
EWE EP-17 Bodyguard;Pistol;Laser;33.0;21;40;9.7;0.280;500;5.280;30.00;121.00 PED;2.764;48.8;No;Looted; 
EWE EP-17 Bodyguard, Mentor Edition;Pistol;Laser;38.5;23;43;11.5;0.690;500;5.690;30.00;8.10 PED;2.809;51.6;No;Mentoring; 
EWE EP-17 Bodyguard, SGA Edition;Pistol;Laser;38.5;23;40;10.7;0.783;500;5.783;30.00; ;2.764;48.8;No;Looted; 
EWE EP-21 Defender;Pistol;Laser;33.0;26;46;13.9;0.450;600;6.450;50.00; ;2.802;51.4;No;Looted; 
EWE EP-21 Defender, Ancient, Improved;Pistol;Laser;77.0;35;60;24.3;0.140;800;8.140;500.00;5000.00 PED;2.988;65.3;No;Pregold; 
EWE EP-21 Defender, Improved;Pistol;Laser;44.0;35;60;24.3;0.140;800;8.140;500.00;3500.00 PED;2.988;65.3;No;Looted; 
EWE EP-21 Defender, Improved, SGA Edition;Pistol;Laser;44.0;36;60;25.0;0.373;800;8.373;500.00;4000.00 PED;2.988;65.3;No;Looted; 
EWE EP-22 Vanguard;Pistol;Laser;33.0;33;50;19.1;0.180;800;8.180;60.00;30.00 PED;2.804;51.6;No;Looted; 
EWE EP-22 Vanguard, Mentor Edition;Pistol;Laser;34.1;34;55;21.7; ;800; ;70.00; ; ;56.7;No;Mentoring; 
EWE EP-32 Enforcer;Pistol;Laser;33.0;27;50;15.6;0.660;600;6.660;58.00; ;2.818;52.5;No;Looted; 
EWE EP-32 Enforcer, Ancient;Pistol;Laser;38.5;27;50;15.6;0.660;600;6.660;58.00; ;2.818;52.5;No;Pregold; 
EWE EP-32 Enforcer, SGA Edition;Pistol;Laser;39.6;29;50;16.8;1.153;600;7.153;58.00;99.00 PED;2.818;52.5;No;Looted; 
EWE EP-33 Ultra Enforcer;Pistol;Laser;38.5;33;50;19.1;1.200;700;8.200;65.00; ;2.797;51.1;No;Looted; 
EWE EP-35 Serenity;Pistol;Laser;28.6;42;35;17.0;4.200;600;10.200;95.00;1200.00 PED;2.862;57.3;No;Looted; 
EWE EP-35 Serenity, SGA Edition;Pistol;Laser;39.6;42;35;17.0; ;600; ;95.00; ; ;57.3;No;Looted; 
EWE EP-38 Night Special;Pistol;Laser;24.2;58;33;22.2;6.100;800;14.100;96.00;10600.00 PED;2.859;55.5;No;Looted; 
EWE EP-38 Night Special, Augmented;Pistol;Laser;34.1;73;62;52.4;7.220;900;16.220;383.00; ;3.128;76.8;No;Looted; 
EWE EP-40 Mercenary;Pistol;Laser;33.0;41;55;26.1;0.950;900;9.950;77.00; ;2.864;55.9;No;Looted; 
EWE EP-40 Mercenary, Ancient, Modified;Pistol;Laser;66.0;67;86;66.7;0.300;1500;15.300;1500.00;150000.00 PED;3.043;69.7;No;Pregold; 
EWE EP-40 Mercenary, Mentor Edition;Pistol;Laser;33.0;42;55;26.8;1.000;950;10.500;80.00; ;2.780;50.8;No;Mentoring; 
EWE EP-40 Mercenary, Modified;Pistol;Laser;49.5;67;86;66.7;0.300;1500;15.300;1500.00;90000.00 PED;3.043;69.7;No;Looted; 
EWE EP-40 Mercenary, Modified (L);Pistol;Laser;49.5;67;86;66.7;0.300;1500;15.300;100.00; ;3.043;69.7;Yes;Looted; 
EWE EP-40 Mercenary, Modified, SGA Edition;Pistol;Laser;60.5;67;86;66.7;0.300;1500;15.300;1500.00;125000.00 PED;3.043;69.7;No;Looted; 
EWE EP-40 Mercenary, Modified, TWEN Edition;Pistol;Laser;49.5;73.7;86;73.4;0.272;1350;13.772;1500.00; ;3.719;84.8;Yes;Looted; 
EWE EP-41 Military;Pistol;Laser;38.5;55;55;35.0;1.300;1200;13.300;90.00;100.00 PED;2.874;56.6;No;Looted; 
EWE EP-41 Military, Adjusted;Pistol;Laser;42.9;55;63;40.1;1.292;1200;13.292;90.00;2950.00 PED;2.876;56.7;Yes;Mission; 
EWE EP-41 Military, SGA Edition;Pistol;Laser;38.5;58;55;37.0;2.025;1200;14.025;90.00; ;2.874;56.6;No;Looted; 
EWE EP-43 Guard;Pistol;Laser;40.7;62;41;29.4;2.900;1200;14.900;167.00; ;2.892;54.5;No;Looted; 
EWE EP-45 Hunter;Pistol;Laser;38.5;58;52;34.9;2.200;1200;14.200;105.00; ;2.839;54.0;No;Looted; 
EWE EP-45 Hunter, SGA Edition;Pistol;Laser;45.1;58;52;34.9; ;1200; ;105.00; ; ;54.0;No;Looted; 
EWE EP-50 Ranger;Pistol;Laser;33.0;60;48;33.4;2.500;1200;14.500;111.00;0.00 PED;2.876;49.9;No;Looted; 
EWE EP-51 Eomon (L);Pistol;Laser;30.8;105;42;51.1;0.016;2500;25.016;1.00;20000.00%;2.917;59.8;Yes;Mission; 
EWE EP-52 Dissolver (L);Pistol;Laser;29.7;76;57;50.2;1.380;1673;18.110;185.00;118.00%;2.917;59.8;Yes;Looted; 
EWE EP-52 Dissolver, CDF Edition (L);Pistol;Laser;29.7;76;57;50.2;0.004;1811;18.114;0.80; ;2.916;59.7;Yes;Daily Token Trader; 
EWE EP-53 Submission (L);Pistol;Laser;29.7;79;59;54.0;1.490;1733;18.820;200.00;124.00%;2.917;59.8;Yes;Looted; 
EWE EP-53 Submission, CDF Edition (L);Pistol;Laser;29.7;79;59;54.0;0.004;1882;18.824;0.80; ;2.917;59.8;Yes;Daily Token Trader; 
EWE EP-53 Submission, E.L.M Edition (L);Pistol;Laser;29.7;79;59;54.0;0.010;1881;18.820;1.00;12000.00%;2.917;59.8;Yes;Looted; 
EWE EP-53 Submission, MM Edition (L);Pistol;Laser;29.7;79;59;54.0;0.010;1881;18.820;1.00;23500.00%;2.917;59.8;Yes;Looted; 
EWE EP-53 Submission, RX Edition (L);Pistol;Laser;29.7;79;59;54.0;0.010;1881;18.820;1.00; ;2.917;59.8;Yes;Looted; 
EWE EP-54 Fury (L);Pistol;Laser;30.8;80;61;56.5;1.495;1753;19.025;208.00;121.00%;2.922;60.2;Yes;Looted; 
EWE EP-54 Fury, CDF Edition (L);Pistol;Laser;30.8;80;61;56.5;0.004;1902;19.024;0.80; ;2.923;60.2;Yes;Daily Token Trader; 
EWE EP-57 Catalyzer;Pistol;Laser;42.9;67;81;62.9;1.800;1380;15.600;186.00; ;2.985;65.1;Yes;Looted; 
EWE EP-57 Catalyzer (L);Pistol;Laser;42.9;67;81;62.9;1.140;1380;14.940;186.00; ;3.117;65.1;Yes;Looted; 
EWE LC-100 Frontier;Carbine;Laser;57.2;46;54;28.8;0.870;1030;11.170;173.00;5000.00 PED;2.862;55.7;Yes;Looted; 
EWE LC-100 Frontier (L);Carbine;Laser;57.2;46;54;28.8;0.870;1030;11.170;73.00;119.00%;2.862;55.7;Yes;Looted; 
EWE LC-100 Frontier, CDF Edition (L);Carbine;Laser;57.2;46;54;28.8;0.003;1117;11.173;0.60; ;2.861;55.7;Yes;Daily Token Trader; 
EWE LC-120 Purpose (L);Carbine;Laser;62.7;56;51;33.1;1.000;1258;13.580;85.60; ;2.866;56.0;Yes;Looted; 
EWE LC-120 Purpose, CDF Edition (L);Carbine;Laser;62.7;56;51;33.1;0.003;1358;13.583;0.60; ;2.865;56.0;Yes;Daily Token Trader; 
EWE LC-150 Tactical (L);Carbine;Laser;71.5;74;51;43.7;1.440;1625;17.690;144.00;119.00%;2.907;59.1;Yes;Looted; 
EWE LC-150 Tactical, CDF Edition (L);Carbine;Laser;71.5;74;51;43.7;0.003;1769;17.693;0.60; ;2.907;59.0;Yes;Daily Token Trader; 
EWE LC-200 Scout (L);Carbine;Laser;73.7;91;45;47.4;2.103;1960;21.703;182.70;3096.00%;2.914;59.6;Yes;Looted; 
EWE LC-200 Scout, CDF Edition (L);Carbine;Laser;73.7;91;45;47.4;0.004;2170;21.704;0.80; ;2.914;59.6;Yes;Daily Token Trader; 
EWE LC-240 Recon (L);Carbine;Laser;75.9;91;48;50.6;1.600;2010;21.700;156.00;130.00%;2.915;59.6;Yes;Looted; 
EWE LC-240 Recon, CDF Edition (L);Carbine;Laser;79.2;91;48;50.6;0.004;2170;21.704;0.80; ;2.914;59.6;Yes;Daily Token Trader; 
EWE LC-240 Recon, E.L.M Edition (L);Carbine;Laser;75.9;91;48;50.6;0.010;2169;21.700;1.00;8200.00%;2.915;59.6;Yes;Looted; 
EWE LC-240 Recon, MM Edition (L);Carbine;Laser;75.9;91;48;50.6;0.010;2169;21.700;1.00; ;2.915;59.6;Yes;Looted; 
EWE LC-240 Recon, RX Edition (L);Carbine;Laser;75.9;91;48;50.6; ;2169; ;1.00;20000.00%; ;59.6;Yes;Looted; 
EWE LC-300 Ambush;Carbine;Laser;59.4;134;40;62.1;2.550;2920;31.750;511.00;20000.00 PED;2.933;61.0;Yes;Looted; 
EWE LC-300 Ambush (L);Carbine;Laser;59.4;134;40;62.1;2.554;2920;31.754;253.00; ;2.933;61.0;Yes;Looted; 
EWE LC-300 Ambush, CDF Edition (L);Carbine;Laser;59.4;134;40;62.1;0.005;3175;31.755;1.00; ;2.933;61.0;Yes;Daily Token Trader; 
EWE LC-340 Ranger (L);Carbine;Laser;61.6;102;54;63.8;2.020;2210;24.120;265.00;115.00%;2.939;61.5;Yes;Looted; 
EWE LC-340 Ranger, CDF Edition (L);Carbine;Laser;61.6;102;54;63.8;0.005;2412;24.125;1.00; ;2.938;61.4;Yes;Daily Token Trader; 
EWE LC-350 Dissolver (L);Carbine;Laser;78.1;138;41;65.5;3.300;2925;32.550;312.00; ;2.947;62.1;Yes;Looted; 
EWE LC-350 Dissolver, CDF Edition (L);Carbine;Laser;78.1;138;41;65.5;0.005;3255;32.555;1.00; ;2.946;62.0;Yes;Daily Token Trader; 
EWE LC-400 Submission (L);Carbine;Laser;81.4;147;40;68.1;3.400;3120;34.600;339.00; ;2.953;62.5;Yes;Looted; 
EWE LC-400 Submission, CDF Edition (L);Carbine;Laser;81.4;147;40;68.1;0.005;3460;34.605;1.00; ;2.952;62.5;Yes;Daily Token Trader; 
EWE LC-500 Fury (L);Carbine;Laser;73.7;131;46;69.8; ;2809; ;345.00;110.00%; ;63.1;Yes;Looted; 
EWE LC-500 Fury, CDF Edition (L);Carbine;Laser;73.7;131;46;69.8;0.005;3076;30.765;1.00; ;2.959;63.1;Yes;Daily Token Trader; 
EWE LC-625 Gleamer;Carbine;Laser;104.5;125;46;66.6;2.477;2660;29.077;256.00;95000.00 PED;2.988;65.3;Yes;Looted; 
EWE LC-625 Gleamer (L);Carbine;Laser;104.5;125;46;66.6;2.477;2660;29.077;256.00; ;2.988;65.3;Yes;Looted; 
Falcata;Melee;Longblades;4.0;10;56;6.5;2.420;0;2.420;10.00; ;2.872;56.5;Yes;Mission; 
Falx;Melee;Longblades;4.0;12;51;7.1;2.920;0;2.920;12.00; ;2.856;55.3;Yes;Trader; 
Fenris Assault Shotgun;Rifle;BLP;38.5;22;48;12.2;2.725;259;5.315;24.00; ;2.877;56.8;Yes;Looted; 
Fenris Assault Shotgun (L);Rifle;BLP;38.5;20;48;11.1;2.500;225;4.750;680.00; ;2.926;60.5;Yes;Looted; 
