Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Lacerating Strike Nanochip (L);Mindforce;Cryogenic;38.5;127;3;4.4;0.275;3010;30.375;32.00; ;2.906; ;Yes;Looted; 
Laconian Sword;Melee;Longblades;4.0;8;67;6.2;1.950;0;1.950;8.00; ;2.851;54.9;Yes;Trader; 
Laganaus Arms Personal Cannon;Cannon;BLP;55.0;98;15;17.0;2.000;2200;24.000;85.00;5000.00 PED;2.838;54.0;No;Looted; 
Laganaus Arms Personal Cannon, Adjusted;Cannon;BLP;77.0;150;17;29.5;3.700;3200;35.700;900.00;506.00 PED;2.920;60.1;No;Looted; 
Laganaus Arms Personal Cannon, SGA Edition;Cannon;BLP;60.5;98;16;18.2;2.000;2200;24.000;85.00; ;2.838;54.0;No;Looted; 
Large Thorifoid Battle Spike Club;Melee;Clubs;9.0;145;12;20.2;34.873;0;34.873;543.00; ;2.890;57.5;No;Looted; 
Laserfaust PK-44 Outlaw (L);Rifle;Laser;71.5;137;30;47.6;6.105;2725;33.355;390.00; ;2.855;55.2;Yes;Crafted; 
Laserfaust PK-51 Bandit (L);Rifle;Laser;72.6;155;29;52.1;7.105;3050;37.605;450.00; ;2.865;55.9;Yes;Crafted; 
Laserfaust PK-68 Marauder (L);Rifle;Laser;77.0;207;26;62.3;9.040;4150;50.540;580.00;200.00%;2.847;54.3;Yes;Crafted; 
Laserfaust SL-G 10 (L);Rifle;Laser;115.0;140;48;77.8;8.315;2509;33.405;420.00; ;2.913; ;Yes;Crafted; 
Legendary Road Crew Axe (L);Melee;Axes;7.0;8;45;4.2; ;0; ;63.00; ; ;68.1;Yes;Looted; 
Leoi Shock Dagger;Melee;Shortblades;4.0;39;61;27.6;9.412;0;9.412;110.00; ;2.880;57.0;Yes;Instance, Looted; 
Leonis Special Edition (L);Rifle;BLP;62.7;62;46;33.0;1.003;1400;15.003;106.00; ;2.872;56.5;Yes;Looted; 
Leonis Special Edition, CDF Edition (L);Rifle;BLP;62.7;62;46;33.0;0.003;1500;15.003;0.60; ;2.872;56.5;Yes;Daily Token Trader; 
Liberator (L);Mounted;Laser;130.0;149;67;115.6;7.379;2900;36.379;61.00;155.00%;2.847;54.6;Yes;Crafted; 
Lichter Carbine;Rifle;Plasma;145.0;86;12;12.0;1.500;2000;21.500;66.00; ;2.780;49.9;No;Crafted; 
Lichter Hunting Carbine;Rifle;Plasma;145.0;98;14;15.9;0.900;2300;23.900;76.00; ;2.850;54.8;No;Crafted; 
Lokabhu Electrifier Sword;Melee;Longblades;6.0;44;51;26.0;10.637;0;10.637;120.00; ;2.875;56.7;Yes;Instance, Looted; 
Loughlin Cutter One;Melee;Longblades;5.0;23;22;5.9;5.694;0;5.694;556.00; ;2.807;51.8;Yes;Crafted; 
Loughlin Cutter One (L);Melee;Longblades;5.0;23;22;5.9;5.600;0;5.600;35.00; ;2.854;55.6;Yes;Crafted; 
Loughlin Cutter Three;Melee;Longblades;5.0;53;24;14.7;12.844;0;12.844;2564.00; ;2.868;55.8;Yes;Crafted; 
Loughlin Cutter Three (L);Melee;Longblades;5.0;53;24;14.7;12.630;0;12.630;128.00;107.81%;2.916;59.8;Yes;Crafted; 
Loughlin Cutter Two;Melee;Longblades;5.0;49;24;13.6;12.065;0;12.065;2022.00; ;2.823;52.9;Yes;Crafted; 
Loughlin Cutter Two (L);Melee;Longblades;5.0;49;24;13.6;11.845;0;11.845;111.00; ;2.875;56.7;Yes;Crafted; 
Loughlin Masher One;Melee;Clubs;5.0;22;35;8.9;5.390;0;5.390;200.00; ;2.837;53.9;Yes;Crafted; 
Loughlin Masher One (L);Melee;Clubs;5.0;22;35;8.9;5.312;0;5.312;98.00; ;2.878;56.9;Yes;Crafted; 
Loughlin Masher One, SGA Edition (L);Melee;Clubs;5.0;24;35;9.7; ;0; ;98.00; ; ;56.9;Yes;Crafted; 
Loughlin Masher Two;Melee;Clubs;5.0;32;35;13.0;7.820;0;7.820;1744.00; ;2.844;54.4;Yes;Crafted; 
Loughlin Masher Two (L);Melee;Clubs;5.0;32;35;13.0;7.707;0;7.707;156.30;106.85%;2.886;57.5;Yes;Crafted; 
Loughlin Scratcher One;Melee;Shortblades;5.0;13;44;6.6;3.248;0;3.248;556.00; ;2.782;50.0;Yes;Crafted; 
Loughlin Scratcher One (L);Melee;Shortblades;4.0;13;44;6.6;3.200;0;3.200;34.35; ;2.823;53.1;Yes;Crafted; 
Loughlin Scratcher Two;Melee;Shortblades;4.0;18;42;8.8;4.410;0;4.410;1788.00; ;2.837;53.9;Yes;Crafted; 
Loughlin Scratcher Two (L);Melee;Shortblades;4.0;18;42;8.8;4.360;0;4.360;46.70; ;2.869;57.1;Yes;Crafted; 
Loughlin Smacker One;Melee;Power Fist;3.0;9;61;6.4;2.258;0;2.258;556.00; ;2.770;49.1;Yes;Crafted; 
Loughlin Smacker One (L);Melee;Power Fist;3.0;9;61;6.4;2.200;0;2.200;25.60;112.00%;2.843;53.0;Yes;Crafted; 
Loughlin Smacker Three;Melee;Power Fist;3.0;18;67;14.0;4.414;0;4.414;3052.00; ;2.834;53.7;Yes;Crafted; 
Loughlin Smacker Three (L);Melee;Power Fist;3.0;18;67;14.0;4.330;0;4.330;78.90; ;2.889;57.8;Yes;Crafted; 
Loughlin Smacker Two;Melee;Power Fist;3.0;12;63;8.8;2.969;0;2.969;1864.00; ;2.809;51.9;Yes;Crafted; 
Loughlin Smacker Two (L);Melee;Power Fist;3.0;12;63;8.8;2.910;0;2.910;39.40; ;2.866;55.9;Yes;Crafted; 
Lunchbox's Wrath (L);Rifle;BLP;70.4;50;49;28.4;1.065;1116;12.225;106.00;104.00%;2.843;54.3;Yes;Looted; 
M2100;Pistol;Laser;22.0;4;44;2.0;0.020;100;1.020;2.20;150000.00 PED;2.725;46.2;Yes;Looted; 
Machete (L);Melee;Longblades;7.0;11;33;4.2;2.650;0;2.650;15.00; ;2.885;57.4;Yes;TT RT; 
Machine Pistol Silenced mk I (L);Pistol;Laser;17.6;5;68;3.9;0.112;110;1.212;9.25; ;2.867;56.1;Yes;Looted; 
Machine Pistol Silenced mk II (L);Pistol;Laser;17.6;6;70;4.9;0.144;131;1.454;12.00;0.00%;2.868;56.2;Yes;Looted; 
Machine Pistol Silenced mk III (L);Pistol;Laser;18.7;8;69;6.4;0.188;175;1.938;15.00; ;2.869;56.2;Yes;Looted; 
Machine Pistol Silenced mk IV (L);Pistol;Laser;18.7;13;70;10.5;0.309;284;3.149;25.50;115.00%;2.869;56.3;Yes;Looted; 
Machine Pistol Silenced mk IX (L);Pistol;Laser;22.0;33;69;26.4; ;722; ;62.00; ; ;56.7;Yes;Looted; 
Machine Pistol Silenced mk V (L);Pistol;Laser;19.8;16;69;12.8;0.375;350;3.875;31.00; ;2.870;56.3;Yes;Looted; 
Machine Pistol Silenced mk VI (L);Pistol;Laser;20.9;19;70;15.4;0.447;415;4.597;37.00; ;2.873;56.5;Yes;Looted; 
Machine Pistol Silenced mk VII (L);Pistol;Laser;20.9;23;67;17.8;0.522;504;5.562;43.00; ;2.874;56.6;Yes;Looted; 
Machine Pistol Silenced mk VIII (L);Pistol;Laser;22.0;28;69;22.4;0.669;610;6.769;55.00;111.84%;2.875;56.7;Yes;Looted; 
Machine Pistol Silenced mk XII (L);Pistol;Laser;25.3;49;68;38.6;1.116;1072;11.836;93.00; ;2.877;56.8;Yes;Looted; 
MacMahon Instant Karma (L);Pistol;Laser;30.8;80;80;74.1;1.648;1707;18.718;293.00; ;2.970;63.9;Yes;Looted; 
MacMahon Instant Karma, CDF Edition (L);Pistol;Laser;30.8;80;80;74.1;0.005;1871;18.715;1.00; ;2.971;64.0;Yes;Daily Token Trader; 
MacMahon Redeemer (L);Pistol;Laser;31.9;88;71;72.4;1.700;1892;20.620;283.00; ;2.966;63.6;Yes;Looted; 
MacMahon Redeemer, CDF Edition (L);Pistol;Laser;31.9;88;71;72.4;0.005;2062;20.625;1.00; ;2.965;63.5;Yes;Daily Token Trader; 
MacMahon Vengeance;Pistol;Laser;38.5;82;67;63.6;1.707;1768;19.387;355.00;25000.00 PED;2.940;61.5;Yes;Looted; 
MacMahon Vengeance (L);Pistol;Laser;38.5;82;67;63.6;1.707;1768;19.387;255.00;125.00%;2.940;61.5;Yes;Looted; 
MacMahon Vengeance, CDF Edition (L);Pistol;Laser;38.5;82;67;63.6;0.005;1938;19.385;1.00; ;2.940;61.6;Yes;Daily Token Trader; 
Maddox 1;Pistol;BLP;33.0;16;35;6.5;0.060;400;4.060;27.00; ;2.739;47.1;No;Crafted; 
Maddox 2;Pistol;BLP;33.0;24;38;10.6;2.000;400;6.000;89.00; ;2.780;48.3;No;Crafted; 
Maddox 3;Pistol;BLP;33.0;31;48;17.2;2.700;500;7.700;105.00; ;2.798;51.9;No;Crafted; 
Maddox 4;Pistol;BLP;33.0;44;71;36.2;3.500;700;10.500;150.00; ;2.912;59.5;No;Crafted; 
Maddox 4, Adjusted;Pistol;BLP;39.6;44;78;39.8;3.450;700;10.450;150.00;5500.00 PED;2.926;60.5;Yes;Mission; 
Maddox 4 GDC (L);Pistol;BLP;33.0;44;74;37.7;2.055;865;10.705;212.00;120.00%;2.857;55.3;Yes;Crafted; 
MAKO Blizzard 1 (L);Melee;Longblades;6.0;52;39;23.5;12.528;0;12.528;400.00; ;2.885;57.4;Yes;Looted; 
MAKO Blizzard 2 (L);Melee;Longblades;6.0;88;41;41.8;21.010;0;21.010;600.00; ;2.911;59.4;Yes;Looted; 
MAKO Blizzard 3 (L);Melee;Longblades;6.0;113;43;56.3;26.831;0;26.831;800.00; ;2.927; ;Yes;Looted; 
MAKO Blizzard, Gold Rush Edition;Melee;Longblades; ;110;42;53.5; ;2100; ;105.00; ; ;86.0;Yes;Event; 
MAKO Dissolver 1 (L);Melee;Longblades;6.0;74;45;38.6;17.725;0;17.725;520.00; ;2.902; ;Yes;Crafted, Looted; 
MAKO Dissolver 2 (L);Melee;Longblades;6.0;100;47;54.4;23.777;0;23.777;720.00; ;2.923; ;Yes;Crafted, Looted; 
MAKO Dissolver, Gold Rush Edition;Melee;Longblades;8.0;170;42;82.7;1.000;3300;34.000;135.00; ;3.475;86.0;Yes;Event; 
MAKO FAL-1 (L);Melee;Longblades;5.5;12;38;5.3;2.922;0;2.922;15.00; ;2.854;55.2;Yes;Crafted, Looted; 
MAKO FAL-2 (L);Melee;Longblades;5.5;34;40;15.8;8.236;0;8.236;50.00; ;2.869;56.2;Yes;Crafted, Looted; 
MAKO FAL-3 (L);Melee;Longblades;5.5;44;42;21.4;10.644;0;10.644;85.00; ;2.873;56.5;Yes;Crafted, Looted; 
MAKO FAL-3 Smuggler;Melee;Longblades;5.5;48;43;23.9;11.550;0;11.550;800.00; ;2.888;57.7;Yes;Event, Looted; 
MAKO FAL-4 (L);Melee;Longblades;5.5;52;44;26.5;12.562;0;12.562;120.00;0.00%;2.877;56.8;Yes;Crafted, Looted; 
MAKO FAL-5 (L);Melee;Longblades;5.5;60;46;32.0;14.474;0;14.474;155.00;113.00%;2.881;57.1;Yes;Crafted, Looted; 
MAKO FAL-5 Smuggler;Melee;Longblades;5.5;68;48;37.8;16.442;0;16.442;1900.00; ;2.874;56.6;Yes;Event, Looted; 
MAKO FAL-TT (L);Melee;Longblades;7.0;11;33;4.2;2.650;0;2.650;15.00;0.00%;2.885;57.4;Yes;TT Arkadia; 
MAKO Lightning 1 (L);Melee;Longblades;6.0;60;41;28.5;14.435;0;14.435;440.00; ;2.889;57.7;Yes;Crafted, Looted; 
MAKO Lightning 2 (L);Melee;Longblades;6.0;92;43;45.8;21.935;0;21.935;640.00; ;2.915;59.7;Yes;Looted; 
MAKO Lightning 3 (L);Melee;Longblades; ;114;45;59.4;27.050;0;27.050;840.00; ;2.929; ;Yes;Looted; 
MAKO Lightning, Gold Rush Edition;Melee;Longblades; ;130;42;63.2; ;2500; ;115.00; ; ;86.0;Yes;Event; 
MAKO Lightning Smuggler;Melee;Longblades;6.0;98;50;56.8;23.554;0;23.554;4700.00; ;2.892;57.9;Yes;Looted; 
MAKO Trainer (L);Melee;Longblades;5.5;1;35;0.4;0.250;0;0.250;0.15; ;2.780;49.9;No;Mission; 
MAKO Wildfire 1 (L);Melee;Longblades;6.0;68;43;33.9;16.329;0;16.329;480.00;105.00%;2.894;58.1;Yes;Looted; 
MAKO Wildfire 2 (L);Melee;Longblades;6.0;96;45;50.0;22.857;0;22.857;680.00; ;2.919; ;Yes;Looted; 
MAKO Wildfire 3 (L);Melee;Longblades; ;115;47;62.6;27.268;0;27.268;880.00; ;2.931; ;Yes;Looted; 
MAKO Wildfire, Gold Rush Edition;Melee;Longblades;8.0;150;42;73.0;1.000;2900;30.000;125.00; ;3.475;86.0;Yes;Event; 
Mann MPH;Pistol;Laser;22.0;4;75;3.5;0.025;100;1.025;3.50; ;2.712;45.3;No;Crafted; 
Mann MPH DLx;Pistol;Laser;27.5;8;55;5.1;0.030;200;2.030;6.50; ;2.739;47.1;No;Crafted; 
Mann MPH DLxE;Pistol;Laser;33.0;12;40;5.6;0.520;500;5.520;34.00; ;1.511;0.7;No;Crafted; 
Mann MPH DlxEFi;Pistol;Laser;33.0;24;40;11.1;0.520;600;6.520;40.00; ;2.558;35.8;No;Crafted; 
Mann MPH DlxEGrd;Pistol;Laser;33.0;26;40;12.0;0.460;600;6.460;45.00; ;2.797;50.8;No;Crafted; 
MANTA Bite 1 (L);Melee;Shortblades;4.0;60;56;38.9;14.370;0;14.370;390.00; ;2.902; ;Yes;Looted; 
MANTA Bite 2 (L);Melee;Shortblades;4.0;81;58;54.4;19.206;0;19.206;590.00; ;2.931; ;Yes;Looted; 
MANTA Chill 1 (L);Melee;Shortblades;4.0;41;50;23.7;9.860;0;9.860;300.00;2250.00%;2.890;57.8;Yes;Looted; 
MANTA Chill 2 (L);Melee;Shortblades;4.0;70;51;41.4;16.633;0;16.633;500.00; ;2.925;60.4;Yes;Looted; 
MANTA Chill 3 (L);Melee;Shortblades;4.0;90;54;56.3;21.327;0;21.327;700.00; ;2.933; ;Yes;Looted; 
MANTA Flame 1 (L);Melee;Shortblades;4.0;54;54;33.8;12.951;0;12.951;360.00; ;2.898; ;Yes;Looted; 
MANTA Flame 2 (L);Melee;Shortblades;4.0;78;56;50.6;18.508;0;18.508;560.00; ;2.929;60.7;Yes;Looted; 
MANTA Flame 3 (L);Melee;Shortblades;4.0;94;58;63.2;22.244;0;22.244;760.00; ;2.937; ;Yes;Looted; 
MANTA K-1 (L);Melee;Shortblades;3.6;9;48;5.0;2.175;0;2.175;10.00; ;2.876;56.7;Yes;Crafted, Looted; 
MANTA K-2 (L);Melee;Shortblades;3.6;24;51;14.2;5.784;0;5.784;30.00; ;2.884;57.3;Yes;Crafted, Looted; 
