Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Herman SIR-30;Rifle;BLP;101.2;84;26;25.3;2.933;1805;20.983;160.00;3600.00 PED;2.782;50.1;Yes;Looted; 
Herman SIR-30 Smuggler;Rifle;BLP;101.2;87;30;30.2;3.731;1730;21.031;1700.00; ;2.875;56.7;Yes;Looted; 
Herman SIR-40;Rifle;BLP;105.6;100;24;27.8;3.521;2150;25.021;180.00;6500.00 PED;2.778;49.7;Yes;Looted; 
Herman SIR-40 Smuggler;Rifle;BLP;105.6;108;28;35.0;4.800;2130;26.100;2900.00; ;2.876; ;Yes; ; 
Herman SIR-50;Rifle;BLP;108.9;120;22;30.6;4.318;2575;30.068;200.00; ;2.774;49.5;Yes;Looted; 
Herman SIR-50 Smuggler;Rifle;BLP;108.9;134;26;40.4;6.800;2560;32.400;4500.00; ;2.874; ;Yes; ; 
Herman XBR-1 Chulan Edition;Rifle;BLP;150.0;90;17;17.7;5.493;1656;22.053;225.00; ;2.836;53.6;No;Looted; 
Herman XBR-2 Chulan Edition;Rifle;BLP;135.5;81;38;35.7;4.890;1466;19.550;250.00; ;2.880;57.0;No;Looted; 
Herman XLR Chulan Edition;Carbine;Laser;150.0;129;23;34.4;7.320;2193;29.250;350.00; ;3.065;71.5;No;Looted; 
Herman XP-1 Scanthi Edition;Pistol;BLP;49.5;67;86;66.7;0.300;1500;15.300;500.00; ;3.043;69.7;No;Looted; 
Hero's Sword;Melee;Longblades;7.0;49;56;31.8;11.558;0;11.558;102.00;900.00 PED;2.946;62.1;Yes;Crafted; 
Hilqa Knife B-100 (L);Melee;Shortblades;5.0;5;78;4.5;1.200;0;1.200;9.00; ;2.896;58.2;Yes;TT Toulan; 
Hilqa Knife M1 (L);Melee;Shortblades;4.0;7;61;4.9;1.673;0;1.673;11.00;0.00%;2.908;59.1;Yes;Looted; 
Hilqa Knife M2 (L);Melee;Shortblades;4.0;8;61;5.7;1.922;0;1.922;16.00;120.00%;2.893;59.1;Yes;Looted; 
Hilqa Knife M3 (L);Melee;Shortblades;4.0;11;61;7.8;2.629;0;2.629;22.00;109.00%;2.908;59.1;Yes;Looted; 
Hilqa Knife M4 (L);Melee;Shortblades;4.0;13;61;9.2;3.107;0;3.107;32.00; ;2.908;59.1;Yes;Looted; 
HK Series S-43 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
HK Series S-50 (L);Rifle;BLP;64.9;83;53;51.0;3.368;1650;19.868;310.00; ;2.903;58.8;Yes;Crafted, Looted; 
HK Series S-54 (L);Rifle;BLP;66.0;87;53;53.4;3.935;1710;21.035;320.00; ;2.874;56.6;Yes;Crafted, Looted; 
HK Series S-57 (L);Rifle;BLP;67.1;90;53;55.3;4.060;1770;21.760;330.00; ;2.875;56.6;Yes;Looted; 
HK Series S-62 (L);Rifle;BLP;68.2;95;53;58.3;4.168;1880;22.968;340.00; ;2.875;56.7;Yes;Looted; 
Hojoom G1 (L);Pistol;Laser;14.5;3;56;1.9;0.058;66;0.718;4.00;0.00%;2.904;58.8;Yes;Looted; 
Hojoom G2 (L);Pistol;Laser;22.0;5;56;3.2;0.066;113;1.196;4.40; ;2.906;58.9;Yes;Crafted; 
Hojoom G4 (L);Pistol;Laser;26.4;9;56;5.8; ;200; ;10.00; ; ;59.0;Yes;Crafted; 
Hojoom G5 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Looted; 
Hojoom G6 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Looted; 
Hojoom G7 (L);Pistol;Laser;28.6;20;68;15.8; ;436; ;38.00; ; ;57.0;Yes;Looted; 
Hojoom H-1 (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00; ;2.896;58.2;Yes;TT Toulan; 
Holly ECO P14 (L);Pistol;BLP;38.5;32;60;22.2; ;699; ;120.00; ; ; ;Yes;Crafted; 
Holly ECO P18 (L);Pistol;BLP;38.5;38;60;26.4;0.923;830;9.223;150.00; ;2.863; ;Yes;Crafted; 
Holly ECO P22 (L);Pistol;BLP;38.5;43;61;30.4; ;939; ;175.00; ; ;55.8;Yes;Crafted; 
Holly ECO P26 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO P30 (L);Pistol;BLP;39.6;53;61;37.4; ;1158; ;250.00; ; ;55.8;Yes;Crafted; 
Holly ECO P35 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO P41 (L);Pistol;BLP; ;68;58;45.7;1.655;1485;16.505;310.00; ;2.863; ;Yes;Crafted; 
Holly ECO P48 (L);Pistol;BLP; ;72;60;50.0; ;1573; ;380.00; ; ; ;Yes;Crafted; 
Holly ECO P56 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO P64 (L);Pistol;BLP;41.8;85;61;60.1;2.061;1857;20.631;450.00; ;2.863;55.8;Yes;Crafted; 
Holly ECO P72 (L);Pistol;BLP;41.8;93;60;64.6; ;2032; ;500.00; ; ;55.8;Yes;Crafted; 
Holly ECO P80 (L);Pistol;BLP;51.8;99;60;68.8; ;2163; ;525.00; ; ;55.8;Yes;Crafted; 
Holly ECO R14 (L);Rifle;BLP;71.5;42;44;21.4;1.014;918;10.194;120.00;135.00%;2.863; ;Yes;Crafted; 
Holly ECO R18 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R22 (L);Rifle;BLP;72.6;59;44;30.1;1.430;1289;14.320;175.00; ;2.863;55.8;Yes;Crafted; 
Holly ECO R26 (L);Rifle;BLP;72.6;66;44;33.6;1.600;1440;16.000;200.00; ;2.867; ;Yes;Crafted; 
Holly ECO R30 (L);Rifle;BLP;73.7;72;44;36.7; ;1573; ;250.00; ; ;55.8;Yes;Crafted; 
Holly ECO R35 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R41 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R48 (L);Rifle;BLP; ;98;44;49.9;2.376;2141;23.786;380.00; ;2.863; ;Yes;Looted; 
Holly ECO R56 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R64 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R72 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Holly ECO R80 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Ice Blue Star Stunna (L);Rifle;BLP;22.0;22;83;21.2; ;429; ;25.00; ; ;57.8;Yes;Token Trader;Deceleration 100% duration 0.2s
Ice Blue Sticky Laucher (L);Support;Grenade;131.9;35;37;15.0; ;742; ;25.00; ; ;57.7;Yes;Token Trader;26% Deceleration on hit
Ice Blue Turrelion Spec Flamebather (L);Flamethrower;BLP;16.5;44;83;42.3; ;958; ;25.00; ; ;57.8;Yes;Token Trader;Burn 65% of Damage 3.0sec
Ice Blue Xent Tech Freeze Ray (L);Rifle;BLP;71.5;58;22;14.8; ;1295; ;25.00; ; ;57.8;Yes;Token Trader;40% Deceleration on hit 4.0sec
Ice Club IX (L);Melee;Clubs;6.0;29;51;17.1; ;0; ;77.00; ; ;56.8;Yes;Looted; 
Ice Club VI (L);Melee;Clubs;6.0;8;51;4.7; ;0; ;41.00; ; ;56.8;Yes;Looted; 
Ice Club VII (L);Melee;Clubs;6.0;12;51;7.1; ; ; ;47.00; ; ;56.7;Yes; ; 
Ice Club VIII (L);Melee;Clubs;6.0;23;51;13.6; ;0; ;56.00; ; ; ;Yes;Looted; 
Ice Dagger II (L);Melee;Shortblades;6.0;21;51;12.4;5.074;0;5.074;22.00; ;2.876;56.7;Yes;Looted; 
Ice Dagger III (L);Melee;Shortblades;6.0;26;52;15.7; ;0; ;42.00; ; ;56.8;Yes;Looted; 
Ice Dagger IX (L);Melee;Shortblades;6.0;56;59;38.3;13.533;0;13.533;198.00; ;2.876; ;Yes;Looted; 
Ice Dagger VI (L);Melee;Shortblades;6.0;41;56;26.6; ;0; ;89.00;0.00%; ;56.8;Yes;Looted; 
Ice Dagger VII (L);Melee;Shortblades;6.0;46;57;30.4;11.167;0;11.167;111.00; ;2.863; ;Yes;Looted; 
Ice Dagger VIII (L);Melee;Shortblades;6.0;51;58;34.3; ;0; ;154.00; ; ; ;Yes;Looted; 
Ice Dagger X (L);Melee;Shortblades;6.0;61;61;43.1; ;0; ;333.00; ; ; ;Yes;Looted; 
Ice-ir;Carbine;Laser;55.0;39;36;16.3;1.000;900;10.000;110.00; ;2.711;40.2;No;Crafted; 
Icy HK (L);Rifle;Laser;61.6;62;61;43.8; ;1370; ;100.00; ; ;53.1;Yes;Looted; 
Ignite Chip 1 (L);Mindforce;Pyro;41.8;100;5;5.8;3.921;2040;24.321;24.00; ;2.858; ;Yes;Looted; 
Ignite Chip 2 (L);Mindforce;Pyro;44.0;200;5;11.6;6.860;4170;48.560;34.00; ;2.862; ;Yes;Looted; 
Ignite Chip 3 (L);Mindforce;Pyro;46.2;300;5;17.4; ;6200; ;44.00; ; ; ;Yes;Looted; 
Ignite Chip 4 (L);Mindforce;Pyro;48.4;400;5;23.2;13.231;8330;96.531;54.00; ;2.880; ;Yes;Looted; 
Ignite Chip 5 (L);Mindforce;Pyro;50.6;500;5;29.0; ;10380; ;64.00; ; ;56.8;Yes;Event; 
Imperial Lightning Maul (L); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Imperial Shock Maul (L); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Imperial Storm Maul (L); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Imperial Thunder Maul (L); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Imperium Carbine Rank 1 (L);Carbine;Plasma;66.0;4;42;1.9;0.404;56;0.964;20.00; ;2.884;57.3;Yes;Looted; 
Imperium Carbine Rank 3 (L);Rifle;Plasma;44.9;12;48;6.7;0.892;200;2.892;40.00; ;2.884;57.3;Yes; ; 
Imperium HK Grunt (L);Carbine;Laser;49.5;9;56;5.8;1.100;107;2.170;385.00; ;2.882;57.2;Yes;Looted; 
Imperium HK Special Ops (L);Rifle;Laser;66.0;27;67;21.0;3.200;327;6.470;445.00; ;2.900; ;Yes;Looted; 
Imperium HK Vet (L);Rifle;Laser;60.5;15;67;11.6;1.800;180;3.600;410.00; ;2.896; ;Yes;Looted; 
Imperium Issue HK 400 (L);Rifle;Laser;39.6;17;42;8.3;0.752;336;4.112;45.00; ;2.873;56.6;Yes;Crafted, Looted; 
Imperium Issue HK 500 (L);Rifle;Laser;39.6;19;42;9.2;0.770;380;4.570;45.00; ;2.889;57.8;Yes;Looted; 
Imperium Issue HK 700 (L);Rifle;Laser;39.6;24;44;12.2;0.785;500;5.785;45.00; ;2.883;57.3;Yes;Looted; 
Imperium Issue HK 720 (L);Rifle;Laser;41.8;26;44;13.3;0.855;544;6.295;50.00;117.00%;2.871;56.4;Yes;Looted; 
Imperium Issue HK 800 (L);Rifle;Laser;41.8;27;45;14.1;0.804;570;6.504;50.00;346.00%;2.885;57.4;Yes;Looted; 
Imperium Issue HK 1100 (L);Rifle;Laser;41.8;33;47;18.0;0.841;714;7.981;50.00; ;2.874;56.6;Yes;Looted; 
Imperium Issue HK 1300 (L);Rifle;Laser;44.0;38;47;20.7;0.843;830;9.143;50.00; ;2.889;57.7;Yes;Looted; 
Imperium Issue HK 2000 (L);Rifle;Laser;46.2;47;51;27.8;0.965;1040;11.365;55.00; ;2.874;56.6;Yes;Looted; 
Imperium Issue HK 2300 (L);Rifle;Laser;46.2;49;54;30.6;0.955;1084;11.795;55.00; ;2.887;57.6;Yes;Looted; 
Imperium Issue HK 2500 (L);Rifle;Laser;47.3;51;54;31.9;0.945;1140;12.345;55.00; ;2.871;56.4;Yes;Looted; 
Imperium Issue HK 2900 (L);Rifle;Laser;47.3;55;56;35.7;1.045;1210;13.145;60.00; ;2.908;59.1;Yes;Looted; 
Imperium Issue HK 3300 (L);Rifle;Laser;48.4;57;59;39.0;1.147;1262;13.767;65.00; ;2.878;56.9;Yes;Looted; 
Imperium Issue HK 3900 (L);Rifle;Laser;50.6;63;59;43.1;1.155;1400;15.155;70.00; ;2.889;57.7;Yes;Looted; 
Imperium Issue HK 4600 (L);Carbine;Laser;55.0;69;61;48.8;1.216;1550;16.716;72.00; ;2.869;56.2;Yes;Looted; 
Imperium Officer XT;Rifle;Laser;71.5;21;89;21.6;2.550;253;5.080;32.00; ;2.873;56.5;Yes;Looted; 
Imperium Pilot Scorpion Rank 4 (L);Pistol;Laser;28.6;13;53;8.0;0.597;255;3.147;35.00;100.00%;2.871;56.4;Yes;Crafted, Looted; 
Imperium Pilot Scorpion Rank 5 (L);Pistol;Laser;28.6;15;53;9.2;0.588;304;3.628;35.00; ;2.873;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 6 (L);Pistol;Laser;28.6;19;55;12.1;0.597;399;4.587;35.00; ;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 7 (L);Pistol;Laser;30.8;21;55;13.4;0.665;441;5.075;40.00;200.00%;2.876;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 8 (L);Pistol;Laser;30.8;23;56;14.9;0.650;491;5.560;40.00; ;2.875;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 11 (L);Pistol;Laser;30.8;29;53;17.8;0.700;630;7.000;40.00; ;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 13 (L);Pistol;Laser;33.0;33;53;20.3;0.700;728;7.980;40.00; ;2.874;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 16 (L);Pistol;Laser;33.0;33;62;23.7;0.765;720;7.965;45.00; ;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 19 (L);Pistol;Laser;35.2;37;64;27.4;0.825;812;8.945;45.00; ;2.875;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 24 (L);Pistol;Laser;36.3;41;67;31.8;1.203;912;10.323;45.00; ;2.760;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 27 (L);Pistol;Laser;36.3;43;71;35.4; ;947; ;50.00; ; ;57.2;Yes;Looted; 
Imperium Pilot Scorpion Rank 32 (L);Pistol;Laser;37.4;45;74;38.6;1.000;988;10.880;55.00; ;2.875;56.6;Yes;Looted; 
Imperium Trainee Combat Knife (L);Melee;Shortblades;5.0;2;58;1.3;0.500;0;0.500;1.50; ;2.780;49.9;Yes;Mission; 
Imperium Trainee Pistol (L);Pistol;Laser;38.5;3;39;1.4;0.252;50;0.752;1.00; ;2.773;49.9;Yes;Mission; 
Imported Assault Shotgun TEN Edition;Rifle;BLP;42.9;60;52;36.1;2.446;1185;14.296;120.00;18000.00 PED;2.917;59.8;Yes;Looted; 
Improved MAKO FAL;Melee;Longblades;6.0;88;50;51.0;19.141;0;19.141;2960.00; ;3.195;82.7;No;Event; 
Improved MANTA;Melee;Shortblades;4.6;56;75;48.7;12.181;0;12.181;1883.70; ;3.195;82.7;No;Event; 
Initiate's Laser Carbine (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00; ;2.879;57.0;Yes;TT Cyrene; 
Initiate's Laser Pistol (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00; ;2.896;58.2;Yes;TT Cyrene; 
Initiate's Long Blade (L);Melee;Longblades;7.0;11;33;4.2;2.650;0;2.650;15.00; ;2.885;57.4;Yes;TT Cyrene; 
Initiate's Power Fist (L);Melee;Power Fist;3.0;5;80;4.6;1.202;0;1.202;10.00; ;2.891;57.9;Yes;TT Cyrene; 
Initiate's Short Blade (L);Melee;Shortblades;5.0;5;78;4.5;1.200;0;1.200;9.00; ;2.896;58.2;Yes;TT Cyrene; 
Isis Alr.3Li (L);Rifle;Laser;57.2;54;29;18.1;2.750;1010;12.850;112.00; ;2.921;60.1;Yes;Crafted; 
