Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
ArMatrix BP-90 (L);Pistol;BLP; ;27.5;2.1;93; ;68;0.9;73.3;2014.5;1.605;1980;21.405;185.00;5.55;149.73%;1.0;11181;24.26;3.020;68.8;0;0;31;62;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);90; ;Ranged BLP (Dmg);90; ;Crafted;15.15.0; ; 
ArMatrix BP-95 (L);Pistol;BLP; ;27.5;2.1;96; ;68;0.9;75.6;2079.4; ;2040; ;195.00;5.85;124.40%; ; ; ; ;69.2;0;0;32;64;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);95; ;Ranged BLP (Dmg);95; ;Crafted;15.15.0; ; 
ArMatrix BP-100 (L);Pistol;BLP; ;27.5;2.1;99; ;68;0.9;78.0;2144.4;1.702;2100;22.702;205.00;6.15;179.00%;1.0;11684;25.73;3.031;69.6;0;0;33;66;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);100; ;Ranged BLP (Dmg);100; ;Crafted;15.15.0;Planet Calypso; 
ArMatrix BP-105 (L);Pistol;BLP; ;27.5;2.1;102; ;68;0.9;80.3;2209.4; ;2155; ;215.00;6.45;139.53%; ; ; ; ;70.0;0;0;34;68;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);105; ;Ranged BLP (Dmg);105; ;Crafted;15.15.1;Entropia Universe; 
ArMatrix LB-10 (L);Melee;Longblades; ;7.0;1.5;45.8; ;38;1.6;20.2;141.1;0.810;998;10.790;25.00;0.75;128.00%;1.0;2994;6.83;2.950;62.4;4.6;32;4.6;0;0;4.6;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);10;16;Swordsman (Dmg);10;16;Crafted;15.15.4;Planet Calypso; 
ArMatrix LB-15 (L);Melee;Longblades; ;7.0;1.5;52.9; ;38;1.6;23.3;163.0;0.750;1151;12.260;35.00; ;110.00%;1.0;4667;7.76;2.999;62.8;5.3;37;5.3;0;0;5.3;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);15;20;Swordsman (Dmg);15;20;Crafted;15.15.4; ; 
ArMatrix LB-20 (L);Melee;Longblades; ;7.0;1.5;62.2; ;38;1.6;27.4;191.6; ;1352; ;45.00;1.35;118.33%; ; ; ; ;63.2;6.2;43.6;6.2;0;0;6.2;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);20; ;Swordsman (Dmg);20; ;Crafted;15.15.4; ; 
ArMatrix LB-25 (L);Melee;Longblades; ;7.0;1.5;71.4; ;38;1.6;31.4;220.0;1.257;1550;16.757;55.00; ; ;1.0;4376;10.61;2.961;63.6;7.1;50.1;7.1;0;0;7.1;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);25;30;Swordsman (Dmg);25;30;Crafted;15.15.4; ; 
ArMatrix LB-30 (L);Melee;Longblades; ;7.0;1.5;80; ;38;1.6;35.2;246.5;1.407;1734;18.747;65.00;1.95;114.76%;1.0;4482;11.87;2.966;64.0;8;56;8;0;0;8;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);30; ;Swordsman (Dmg);30; ;Crafted;15.15.4; ; 
ArMatrix LB-35 (L);Melee;Longblades; ;7.0;1.5;90; ;38;1.6;39.6;277.3;1.578;1945;21.028;75.00; ; ;1.0;4753;13.32;2.975;64.4;9;63;9;0;0;9;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);35; ;Swordsman (Dmg);35; ;Crafted;15.15.4; ; 
ArMatrix LB-40 (L);Melee;Longblades; ;7.0;1.5;100; ;38;1.6;44.0;308.1;1.752;2160;23.352;85.00; ;117.00%;1.0;4852;14.79;2.976;64.8;10;70;10;0;0;10;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);40;45;Swordsman (Dmg);40;45;Crafted;15.15.4; ; 
ArMatrix LB-45 (L);Melee;Longblades; ;7.0;1.5;112.6; ;38;1.6;49.6;346.9;1.971;2430;26.271;95.00;2.85;123.16%;1.0;4676;16.64;2.979;65.2;11.2;79;11.2;0;0;11.2;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);45;50;Swordsman (Dmg);45;50;Crafted;15.15.4; ; 
ArMatrix LB-50 (L);Melee;Longblades; ;7.0;1.5;121.3; ;38;1.6;53.4;373.7;2.117;2610;28.217;105.00;3.15; ;1.0;4812;17.87;2.988;65.6;12.1;85;12.1;0;0;12.1;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);50; ;Swordsman (Dmg);50; ;Crafted;15.15.4; ; 
ArMatrix LB-55 (L);Melee;Longblades; ;7.0;1.5;127.1; ;38;1.6;55.9;391.6; ;2730; ;115.00; ; ; ; ; ; ;66.0;12.7;89;12.7;0;0;12.7;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);55; ;Swordsman (Dmg);55; ;Crafted;15.15.4; ; 
ArMatrix LB-60 (L);Melee;Longblades; ;7.0;1.5;134; ;38;1.6;59.0;412.9;2.338;2882;31.158;125.00;3.75; ;1.0;5187;19.73;2.989;66.4;13.4;94;13.4;0;0;13.4;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);60; ;Swordsman (Hit);60; ;Crafted;15.15.4; ; 
ArMatrix LB-65 (L);Melee;Longblades; ;7.0;1.5;140; ;38;1.6;61.6;431.4;2.433;3000;32.433;135.00; ; ;1.0;5549;20.54;3.000;66.8;14;98;14;0;0;14;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);65; ;Swordsman (Dmg);65; ;Crafted;15.15.4; ; 
ArMatrix LB-70 (L);Melee;Longblades; ;7.0;1.5;144.2; ;38;1.6;63.5;444.3;2.503;3085;33.353;145.00; ;126.00%;1.0;5794;21.12;3.005;67.2;14.4;101;14.4;0;0;14.4;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);70;75;Swordsman (Dmg);70;75;Crafted;15.15.4; ; 
ArMatrix LB-75 (L);Melee;Longblades; ;7.0;1.5;150; ;38;1.6;66.0;462.2; ;3200; ;155.00;0.00; ; ; ; ; ;67.6;15;105;15;0;0;15;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Swordsman (Hit);75; ;Swordsman (Dmg);75; ;Crafted;15.15.4; ; 
ArMatrix LP-10 (L);Pistol;Laser; ;28.6;1.6;26; ;65;0.9;19.6;559.9;0.460;567;6.130;25.00;0.00;114.00%;1.0;5435;6.64;2.948;62.4;0;0;0;4;0;22;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);10;15;Ranged Laser (Dmg);10;15;Crafted;15.15.2; ; 
ArMatrix LP-15 (L);Pistol;Laser; ;28.6;1.6;31; ;65;0.9;23.3;667.5;0.548;676;7.308;35.00;0.00;114.29%;1.0;6387;7.92;2.948;62.8;0;0;0;5;0;26;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);15; ;Ranged Laser (Dmg);15; ;Crafted;15.15.2; ; 
ArMatrix LP-20 (L);Pistol;Laser; ;28.6;1.6;36; ;65;0.9;27.1;775.2;0.636;784;8.476;45.00;0.00;113.33%;1.0;7076;9.18;2.952;63.2;0;0;0;6;0;30;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);20;25;Ranged Laser (Dmg);20;25;Crafted;15.15.2; ; 
ArMatrix LP-25 (L);Pistol;Laser; ;28.6;1.6;41; ;65;0.9;30.9;882.9;0.723;892;9.643;55.00;0.00;114.55%;1.0;7608;10.45;2.955;63.6;0;0;0;7;0;34;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);25;32;Ranged Laser (Dmg);25;32;Crafted;15.15.2;Planet Calypso; 
ArMatrix LP-30 (L);Pistol;Laser; ;28.6;1.6;47; ;65;0.9;35.4;1012.1;0.828;1021;11.038;65.00;1.95;117.48%;1.0;7615;11.96;2.959;64.0;0;0;0;8;0;39;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);30; ;Ranged Laser (Dmg);30; ;Crafted;15.15.2; ; 
ArMatrix LP-35 (L);Pistol;Laser; ;28.6;1.6;52; ;65;0.9;39.2;1119.7;0.920;1126;12.180;75.00;2.25;121.33%;1.0;7908;13.20;2.967;64.4;0;0;0;9;0;43;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);35;40;Ranged Laser (Dmg);35;40;Crafted;15.15.2; ; 
ArMatrix LP-40 (L);Pistol;Laser; ;28.6;1.6;59; ;65;0.9;44.4;1270.5;1.034;1275;13.784;85.00;0.00;115.00%;1.0;8221;14.93;2.975;64.8;0;0;0;10;0;49;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);40;45;Ranged Laser (Dmg);40;45;Crafted;15.15.2; ; 
ArMatrix LP-45 (L);Pistol;Laser; ;28.6;1.6;65; ;65;0.9;48.9;1399.7;1.138;1403;15.168;95.00;0.00;113.00%;1.0;8348;16.43;2.978;65.2;0;0;0;11;0;54;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);45;50;Ranged Laser (Dmg);45;50;Crafted;15.15.2; ; 
ArMatrix LP-50 (L);Pistol;Laser; ;28.6;1.6;71; ;65;0.9;53.5;1528.9;1.240;1529;16.530;105.00;3.15;114.45%;1.0;8214;17.91;2.985;65.6;0;0;0;12;0;59;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);50;55;Ranged Laser (Dmg);50;55;Crafted;15.15.2; ; 
ArMatrix LP-55 (L);Pistol;Laser; ;28.6;1.6;74; ;65;0.9;55.7;1593.5;1.290;1591;17.200;115.00;0.00;136.66%;1.0;8915;18.63;2.990;66.0;0;0;0;13;0;61;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);55;60;Ranged Laser (Dmg);55;60;Crafted;15.15.2; ; 
ArMatrix LP-60 (L);Pistol;Laser; ;28.6;1.6;78; ;65;0.9;58.7;1679.6;1.358;1674;18.098;125.00;0.00;122.40%;1.0;9205;19.61;2.995;66.4;0;0;0;14;0;64;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);60;65;Ranged Laser (Dmg);60;65;Crafted;15.15.2; ; 
ArMatrix LP-65 (L);Pistol;Laser; ;28.6;1.6;82; ;65;0.9;61.7;1765.7;1.425;1757;18.995;135.00;0.00;134.81%;1.0;9474;20.58;3.000;66.8;0;0;0;15;0;67;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);65;70;Ranged Laser (Dmg);65;70;Crafted;15.15.2; ; 
ArMatrix LP-70 (L);Pistol;Laser; ;28.6;1.6;84; ;65;0.9;63.2;1808.8;1.458;1797;19.428;145.00;0.00;126.95%;1.0;9946;21.05;3.005;67.2;0;0;0;16;0;68;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);70; ;Ranged Laser (Dmg);70; ;Crafted;15.15.2; ; 
ArMatrix LP-70, FEN Edition;Pistol;Laser; ;28.6;1.6;86.1; ;65;0.9;64.8;1854.0;1.312;1617;17.482;145.00;4.35; ;1.0;10721;18.94;3.423;92.2;0;0;0;16.4;0;69.7;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);70; ;Ranged Laser (Dmg);70; ;FEN Token Trader;;Planet Calypso; 
ArMatrix LP-70, FEN Edition (L);Pistol;Laser; ;28.6;1.6;86.1; ;65;0.9;64.8;1854.0;1.312;1617;17.482;145.00;0.00; ;1.0;11052;18.94;3.423;92.2;0;0;0;16.4;0;69.7;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);70; ;Ranged Laser (Dmg);70; ;FEN Token Trader;15.19.1;Planet Calypso; 
ArMatrix LP-70, TWEN Edition;Pistol;Laser; ;28.6; ;88.2; ;72;0.8;73.6;2103.8;1.312;1617;17.482; ; ; ;1.0;0;20.98;3.506;97.2;0;0;0;0;0;0;0;0;0; ;Energy Amp;Weapon Cells; ; ; ;; ; ;; ; ;Event;;Planet Calypso; 
ArMatrix LP-75 (L);Pistol;Laser; ;28.6;1.6;87; ;65;0.9;65.5;1873.4;1.505;1858;20.085;155.00;0.00;150.97%;1.0;10300;21.76;3.010;67.6;0;0;0;17;0;70;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);75; ;Ranged Laser (Dmg);75; ;Crafted;15.15.2; ; 
ArMatrix LP-80 (L);Pistol;Laser; ;28.6;1.6;91; ;65;0.9;68.5;1959.5;1.574;1941;20.984;165.00;4.95;163.03%;1.0;10169;22.73;3.014;68.0;0;0;0;18;0;73;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);80; ;Ranged Laser (Dmg);80; ;Crafted;15.15.3; ; 
ArMatrix LP-80, Perfected (L);Pistol;Laser; ;31.5;1.6;95.6; ;72;0.8;79.7;2511.5;1.389;1707;18.459;165.00;0.00;300.00%;1.0;11880;22.15;3.599;94.5;0;0;0;18.9;0;76.7;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);80;85;Ranged Laser (Dmg);80;85;Refined;17.7;Planet Calypso; 
ArMatrix LP-85 (L);Pistol;Laser; ;28.6;1.6;94; ;65;0.9;70.8;2024.1;1.296;1998;21.276;175.00;5.25;154.29%;1.0;13098;23.05;3.071;68.4;0;0;0;19;0;75;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);85; ;Ranged Laser (Dmg);85; ;Crafted;15.15.3; ; 
ArMatrix LP-90 (L);Pistol;Laser; ;28.6;1.6;97; ;65;0.9;73.0;2088.7; ;2058; ;185.00;5.55; ; ; ; ; ;68.8;0;0;0;20;0;77;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);90; ;Ranged Laser (Dmg);90; ;Crafted;15.15.2;Planet Calypso; 
ArMatrix LP-95 (L);Pistol;Laser; ;28.6;1.6;100; ;65;0.9;75.3;2153.3; ;2118; ;195.00;5.85; ; ; ; ; ;69.2;0;0;0;21;0;79;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);95; ;Ranged Laser (Dmg);95; ;Crafted;15.15.2; ; 
ArMatrix LP-100 (L);Pistol;Laser; ;28.6;1.6;104; ;65;0.9;78.3;2239.5;1.772;2198;23.752;205.00;0.00;140.00%;1.0;11569;25.73;3.043;69.6;0;0;0;22;0;82;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);100; ;Ranged Laser (Dmg);100; ;Crafted;15.15.2; ; 
ArMatrix LP-105 (L);Pistol;Laser; ;28.6;1.6;107; ;65;0.9;80.6;2304.1; ;2258; ;215.00;6.45; ; ; ; ; ;70.0;0;0;0;23;0;84;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);105; ;Ranged Laser (Dmg);105; ;Crafted;15.15.2; ; 
ArMatrix LR-10 (L);Rifle;Laser; ;85.8;3.9;35; ;48;1.3;19.5;1669.7;0.620;764;8.260;25.00;0.75;128.00%;1.0;3912;6.61;2.945;62.4;0;0;0;5;0;30;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;15;Ranged Laser (Dmg);10;15;Crafted;15.15.0; ; 
ArMatrix LR-15 (L);Rifle;Laser; ;85.8;3.9;42; ;48;1.3;23.4;2003.6;0.743;916;9.903;35.00;1.05;122.86%;1.0;4570;7.92;2.948;62.8;0;0;0;6;0;36;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);15;20;Ranged Laser (Dmg);15;20;Crafted;15.15.0;Planet Calypso; 
ArMatrix LR-20 (L);Rifle;Laser; ;85.8;3.9;49; ;48;1.3;27.2;2337.5;0.866;1068;11.546;45.00;0.00;117.78%;1.0;5197;9.24;2.950;63.2;0;0;0;7;0;42;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);20;25;Ranged Laser (Dmg);20;25;Crafted;15.15.0;Planet Calypso; 
ArMatrix LR-25 (L);Rifle;Laser; ;85.8;3.9;56; ;48;1.3;31.1;2671.5;0.989;1220;13.189;55.00;1.65;121.82%;1.0;5395;10.55;2.951;63.6;0;0;0;8;0;48;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);25;30;Ranged Laser (Dmg);25;30;Crafted;15.15.0; ; 
ArMatrix LR-30 (L);Rifle;Laser; ;85.8;3.9;63; ;48;1.3;35.0;3005.4;1.110;1369;14.800;65.00;1.95;123.08%;1.0;5681;11.84;2.958;64.0;0;0;0;9;0;54;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);30;35;Ranged Laser (Dmg);30;35;Crafted;15.15.0; ; 
ArMatrix LR-35 (L);Rifle;Laser; ;85.8;3.9;70; ;48;1.3;38.9;3339.3;1.230;1516;16.390;75.00;2.25;121.33%;1.0;5915;13.11;2.968;64.4;0;0;0;10;0;60;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);35;40;Ranged Laser (Dmg);35;40;Crafted;15.15.0; ; 
ArMatrix LR-40 (L);Rifle;Laser; ;85.8;3.9;79; ;48;1.3;43.9;3768.7;1.385;1708;18.465;85.00;2.55;114.00%;1.0;5954;14.77;2.973;64.8;0;0;0;12;0;67;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);40;45;Ranged Laser (Dmg);40;45;Crafted;15.15.0; ; 
ArMatrix LR-40, FEN Edition;Rifle;Laser; ;85.8;3.9;79; ;48;1.3;43.9;3768.7;1.249;1537;16.619;85.00;2.55; ;1.0;6602;13.30;3.304;79.8;0;0;0;12;0;67;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);40;50;Ranged Laser (Dmg);40;50;FEN Token Trader;;Planet Calypso; 
ArMatrix LR-40, FEN Edition (L);Rifle;Laser; ;85.8;3.9;79; ;48;1.3;43.9;3768.7;1.247;1537;16.617;85.00;2.55; ;1.0;6612;13.29;3.304;79.8;0;0;0;12;0;67;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);40;50;Laser Sniper (Hit);40;50;FEN Token Trader;15.19.0;Planet Calypso; 
ArMatrix LR-40, TWEN Edition;Rifle;Laser; ;85.8;3.9;82.9; ;53;1.1;50.9;4366.7;1.247;1537;16.617;85.00;0.00; ;1.0;6817;14.68;3.467;94.8;0;0;0;12.6;0;70.3;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);40;50;Ranged Laser (Dmg);40;50;Event;17.22.3;Planet Calypso; 
ArMatrix LR-45 (L);Rifle;Laser; ;85.8;3.9;88; ;48;1.3;48.9;4198.0;1.540;1900;20.540;95.00;0.00;119.02%;1.0;6169;16.43;2.978;65.2;0;0;0;14;0;74;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);45;50;Ranged Laser (Dmg);45;50;Crafted;15.15.0; ; 
ArMatrix LR-50 (L);Rifle;Laser; ;85.8;3.9;96; ;48;1.3;53.4;4579.7;1.677;2068;22.357;105.00;3.15;138.10%;1.0;6074;17.89;2.984;65.6;0;0;0;16;0;80;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);50;55;Ranged Laser (Dmg);50;55;Crafted;15.15.0; ; 
ArMatrix LR-55 (L);Rifle;Laser; ;85.8;3.9;101; ;48;1.3;56.2;4818.2;1.760;2172;23.480;115.00;3.45;155.00%;1.0;6339;18.78;2.990;66.0;0;0;0;18;0;83;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);55;60;Ranged Laser (Dmg);55;60;Crafted;15.15.0;Planet Calypso; 
ArMatrix LR-60 (L);Rifle;Laser; ;85.8;3.9;106; ;48;1.3;58.9;5056.7;1.840;2276;24.600;125.00;3.75;151.20%;1.0;6590;19.68;2.995;66.4;0;0;0;20;0;86;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);60;65;Ranged Laser (Dmg);60;65;Crafted;15.15.0; ; 
ArMatrix LR-65 (L);Rifle;Laser; ;85.8;3.9;110; ;48;1.3;61.2;5247.5;1.912;2358;25.492;135.00;4.05;140.74%;1.0;6849;20.39;2.999;66.8;0;0;0;22;0;88;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);65;70;Ranged Laser (Dmg);65;70;Crafted;15.15.0; ; 
ArMatrix LR-70 (L);Rifle;Laser; ;85.8;3.9;114; ;48;1.3;63.4;5438.3;1.977;2440;26.377;145.00;4.35;155.17%;1.0;7115;21.10;3.004;67.2;0;0;0;24;0;90;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);70;75;Ranged Laser (Dmg);70;75;Crafted;15.15.0; ; 
ArMatrix LR-75 (L);Rifle;Laser; ;85.8;3.9;118; ;48;1.3;65.6;5629.2;2.043;2521;27.253;155.00;4.65;141.29%;1.0;7360;21.80;3.009;67.6;0;0;0;26;0;92;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);75;80;Ranged Laser (Dmg);75;80;Crafted;15.15.0;Planet Calypso; 
ArMatrix LR-80 (L);Rifle;Laser; ;85.8; ;123; ;48;1.3;68.4;5867.7; ;2624; ;165.00;4.95;154.55%; ; ; ; ;68.0;0;0;0;28;0;95;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);80; ;Ranged Laser (Dmg);80; ;Crafted;15.15.0; ; 
ArMatrix LR-85 (L);Rifle;Laser; ;85.8;3.9;127; ;48;1.3;70.6;6058.5;2.189;2700;29.189;175.00;5.25;162.86%;1.0;7755;23.35;3.024;68.4;0;0;0;30;0;97;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);85; ;Ranged Laser (Dmg);85; ;Crafted;15.15.0; ; 
ArMatrix LR-90 (L);Rifle;Laser; ;85.8;3.9;131; ;48;1.3;72.8;6249.3;2.255;2780;30.055;185.00;5.55;154.05%;1.0;7958;24.04;3.029;68.8;0;0;0;32;0;99;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);90; ;Ranged Laser (Dmg);90; ;Crafted;15.15.0; ; 
ArMatrix LR-95 (L);Rifle;Laser; ;85.8;3.9;135; ;48;1.3;75.1;6440.1;2.320;2860;30.920;195.00;5.85;159.49%;1.0;8154;24.74;3.034;69.2;0;0;0;34;0;101;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);95; ;Ranged Laser (Dmg);95; ;Crafted;15.15.0; ; 
ArMatrix LR-100 (L);Rifle;Laser; ;85.8;3.9;140; ;48;1.3;77.8;6678.7;2.393;2960;31.993;205.00;6.15; ;1.0;8310;25.59;3.041;69.6;0;0;0;36;0;104;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);100; ;Ranged Laser (Dmg);100; ;Crafted;15.15.0; ; 
ArMatrix LR-105 (L);Rifle;Laser; ;85.8;3.9;144; ;48;1.3;80.1;6869.5;2.464;3040;32.864;215.00;0.00;150.00%;1.0;8726;26.29;3.045;70.0;0;0;0;38;0;106;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);105; ;Ranged Laser (Dmg);105; ;Crafted;15.15.0; ; 
ArMatrix SB-10 (L);Melee;Shortblades; ;5.0;0.8;22.4; ;76;0.8;19.7;98.6;0.398;491;5.308;25.00;0.00;124.00%;1.0;6282;6.72;2.933;62.4;18;2.2;0;0;0;2.2;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Knifefighter (Hit);10;15;Knifefighter (Dmg);10;15;Crafted;15.15.4; ; 
ArMatrix SB-10, FEN Edition;Melee;Shortblades; ;5.0;0.8;22.4; ;76;0.8;19.7;98.6;0.398;491;5.308;25.00;0.75; ;1.0;6093;6.72;2.933;72.4;18;2.2;0;0;0;2.2;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);10; ;Knifefighter (Dmg);10; ;FEN Token Trader;;Planet Calypso; 
ArMatrix SB-10, FEN Edition (L);Melee;Shortblades; ;5.0;0.8;22.4; ;76;0.8;19.7;98.6; ;491; ;25.00;0.75; ; ; ; ; ;72.4;18;2.2;0;0;0;2.2;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);10; ;Knifefighter (Dmg);10; ;FEN Token Trader;15.19.1;Planet Calypso; 
ArMatrix SB-10, TWEN Edition;Melee;Shortblades; ;5.0;0.8;23.6; ;85;0.7;23.2;116.2;0.371;442;4.791;25.00;0.00; ;1.0;6739;6.79;3.424;92.4;18.9;2.4;0;0;0;2.4;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);10;20;Knifefighter (Dmg);10;20;Looted;17.18.1; ; 
ArMatrix SB-15 (L);Melee;Shortblades; ;5.0;0.8;26.2; ;76;0.8;23.1;115.3;0.464;572;6.184;35.00;0.00;110.00%;1.0;7544;7.83;2.945;62.8;21;2.6;0;0;0;2.6;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Knifefighter (Hit);15;20;Knifefighter (Dmg);15;20;Crafted;15.15.4; ; 
ArMatrix SB-20 (L);Melee;Shortblades; ;5.0;0.8;31.2; ;76;0.8;27.5;137.3;0.552;680;7.352;45.00;0.00;117.78%;1.0;8153;9.31;2.949;63.2;25;3.1;0;0;0;3.1;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Knifefighter (Hit);20;25;Knifefighter (Dmg);20;25;Crafted;15.15.4; ; 
ArMatrix SB-25 (L);Melee;Shortblades; ;5.0;0.8;35; ;76;0.8;30.8;154.1;0.617;760;8.217;55.00;0.00;118.18%;1.0;8915;10.41;2.960;63.6;28;3.5;0;0;0;3.5;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Knifefighter (Hit);25;30.7;Knifefighter (Dmg);25;30.7;Crafted;15.15.4; ; 
ArMatrix SB-30 (L);Melee;Shortblades; ;5.0;0.8;40; ;76;0.8;35.2;176.1;0.703;867;9.373;65.00;1.95;112.31%;1.0;8969;11.87;2.966;64.0;32;4;0;0;0;4;0;0;0;Yes;Melee Amp;Universal Ammo; ; ; ;Knifefighter (Hit);30; ;Knifefighter (Dmg);30; ;Crafted;15.15.4; ; 
